Student_ID,CGPA,DSA,Python,Java,C++,SQL,DBMS,Operating_System,Computer_Networks,OOPS,React,NodeJS,MongoDB,Git,Linux,AWS,Docker,Kubernetes,Machine_Learning,Communication,Presentation,Teamwork,Leadership,Critical_Thinking,Problem_Solving,Adaptability,Internships,Projects,Hackathons,Certifications,LeetCode,GitHub_Repos,Industry_Ready
S2637,6.16,38,85,88,76,69,64,36,68,47,45,78,26,75,43,86,59,23,64,66,58,40,30,64,99,61,2,5,1,7,322,4,Industry Ready
S2638,9.77,86,50,63,43,46,76,42,50,61,41,36,28,30,69,37,20,69,45,77,42,62,30,43,82,44,1,2,4,5,203,0,Moderately Ready
S2639,9.49,60,42,40,36,87,41,56,76,64,53,85,88,49,24,72,14,91,84,41,91,43,50,80,57,80,2,7,0,4,416,12,Industry Ready
S2640,7.82,50,38,60,60,35,53,55,39,38,32,99,23,58,40,48,54,51,30,64,66,46,79,94,57,78,2,5,0,6,189,3,Moderately Ready
S2641,9.12,69,40,40,80,68,75,63,95,48,74,40,51,43,25,73,83,68,69,41,56,80,74,87,40,62,2,4,5,2,153,7,Industry Ready
S2642,7.74,74,99,85,58,47,68,71,78,45,27,71,24,99,23,69,56,34,77,77,82,88,43,94,98,62,3,3,4,2,447,19,Industry Ready
S2643,8.18,78,30,67,44,71,56,63,69,74,81,84,75,77,28,29,15,45,53,98,68,56,81,72,39,52,1,6,5,5,232,2,Industry Ready
S2644,5.88,49,99,50,54,33,86,71,35,37,41,33,75,49,88,37,89,44,35,57,88,50,38,41,67,99,2,7,2,0,438,19,Industry Ready
S2645,8.75,46,85,39,90,49,40,55,77,35,75,35,63,43,87,23,96,95,78,81,83,94,59,62,60,66,1,4,2,5,232,2,Industry Ready
S2646,6.05,57,60,55,70,57,59,46,66,43,40,74,91,86,28,86,93,20,20,46,83,97,36,83,93,94,3,2,3,6,261,15,Industry Ready
S2647,9.05,70,66,37,98,69,44,82,97,35,68,28,32,48,37,84,98,19,60,88,91,66,69,87,68,89,0,4,3,1,66,11,Industry Ready
S2648,8.86,95,76,37,33,94,60,81,67,50,25,27,23,61,78,67,78,17,47,43,87,51,31,60,60,95,1,2,4,0,218,12,Moderately Ready
S2649,8.55,54,76,89,86,73,39,49,64,80,54,92,71,95,62,48,72,32,34,83,72,86,34,94,54,54,0,0,5,4,488,18,Industry Ready
S2650,5.66,87,98,63,60,52,84,47,44,44,46,53,94,81,99,67,76,15,99,79,67,73,58,54,48,51,3,2,0,6,269,8,Industry Ready
S2651,6.8,70,87,45,32,86,51,93,57,67,59,52,34,46,85,24,56,87,65,80,59,47,32,90,42,49,3,2,1,5,112,15,Industry Ready
S2652,6.63,35,65,42,96,76,45,47,73,75,33,26,20,48,48,82,43,97,51,49,84,91,38,63,92,88,0,0,2,6,432,18,Industry Ready
S2653,7.05,67,61,51,79,42,87,53,79,85,93,40,84,85,67,12,21,73,58,90,73,62,92,59,35,77,1,3,5,6,305,0,Industry Ready
S2654,5.88,35,93,56,46,45,84,91,63,56,71,24,30,76,70,14,36,82,84,80,55,65,76,95,65,67,0,1,0,4,74,15,Moderately Ready
S2655,9.53,74,71,93,89,84,42,66,64,50,98,90,80,80,61,51,78,55,92,67,78,73,79,77,42,82,3,3,5,2,243,18,Industry Ready
S2656,7.88,43,77,31,95,94,96,55,68,96,59,31,82,48,55,24,95,47,94,69,93,95,75,64,94,74,3,1,3,6,242,8,Industry Ready
S2657,6.81,95,59,55,53,45,63,48,86,87,62,78,57,76,95,12,77,34,30,63,41,71,44,61,96,77,1,0,2,4,144,12,Industry Ready
S2658,7.21,69,50,98,61,66,78,58,56,48,77,77,88,92,64,44,37,95,89,75,89,45,23,91,44,93,1,3,1,5,182,3,Industry Ready
S2659,7.42,32,89,59,48,81,79,83,39,93,22,56,64,74,54,16,80,11,53,55,67,40,71,90,52,95,2,4,5,5,187,5,Industry Ready
S2660,8.08,53,42,37,95,39,63,66,45,60,34,64,93,63,25,33,54,98,69,72,56,96,26,86,86,59,0,5,3,5,173,7,Industry Ready
S2661,7.72,48,30,67,89,67,93,45,66,78,64,99,89,47,56,40,11,33,63,49,87,98,87,43,43,51,1,6,1,4,446,6,Industry Ready
S2662,9.45,47,94,90,95,73,49,94,58,54,30,44,87,56,55,87,18,76,33,87,59,89,89,55,82,42,1,4,3,2,431,7,Industry Ready
S2663,7.64,93,62,94,44,83,78,95,45,39,58,46,23,42,35,89,88,99,91,60,57,43,64,82,94,41,0,3,1,1,61,10,Industry Ready
S2664,9.77,64,67,96,64,80,70,39,45,99,38,70,90,96,91,13,40,80,44,66,92,64,28,46,86,67,3,4,5,4,243,2,Industry Ready
S2665,9.16,91,54,75,98,81,91,70,51,45,98,61,67,88,41,12,45,70,87,94,67,47,28,63,77,61,0,0,2,3,143,3,Industry Ready
S2666,6.4,30,55,72,56,99,98,98,66,81,39,90,28,77,88,18,24,18,69,60,67,79,22,73,84,74,0,4,5,1,379,0,Industry Ready
S2667,9.5,54,88,88,36,88,72,66,61,44,90,61,66,98,88,77,71,54,51,66,91,85,96,96,48,84,3,5,4,1,234,19,Industry Ready
S2668,6.0,74,62,75,35,42,51,44,66,95,75,79,79,51,82,92,40,25,74,71,55,59,82,78,52,91,0,7,1,5,448,4,Industry Ready
S2669,9.02,78,70,64,62,70,61,55,95,79,97,91,71,88,94,97,36,23,97,44,72,53,21,94,68,48,1,7,2,2,303,1,Industry Ready
S2670,7.14,45,59,68,87,41,51,74,59,81,23,98,52,55,38,69,11,35,44,92,60,72,50,68,75,62,0,5,0,7,53,13,Industry Ready
S2671,9.28,48,86,80,78,79,97,76,98,68,28,77,77,51,37,20,82,55,98,74,44,97,57,83,83,56,1,7,0,0,445,12,Industry Ready
S2672,9.23,52,78,33,46,86,45,80,98,47,44,99,67,78,92,88,52,67,71,61,86,91,26,65,43,53,3,7,3,5,389,16,Industry Ready
S2673,8.97,54,77,80,71,79,98,75,62,57,66,91,24,79,36,45,10,83,75,98,84,42,29,53,82,91,0,4,5,5,462,12,Industry Ready
S2674,8.9,45,78,34,69,86,73,38,74,70,68,41,46,99,60,81,92,39,41,75,76,54,96,86,46,71,2,1,5,4,160,20,Industry Ready
S2675,6.81,83,76,84,75,83,36,48,48,97,46,77,60,93,52,11,18,95,66,49,57,66,78,59,99,98,0,5,4,4,198,7,Industry Ready
S2676,5.85,30,85,49,99,95,88,48,76,81,47,30,20,46,74,59,69,65,89,73,91,58,20,46,48,79,0,1,3,0,327,10,Moderately Ready
S2677,7.23,71,94,53,97,37,63,87,73,48,81,25,70,43,43,12,11,41,70,91,44,40,56,57,98,97,1,2,5,4,116,8,Industry Ready
S2678,6.25,48,41,65,30,92,79,63,36,87,35,41,35,86,96,76,67,87,85,93,87,96,44,82,60,75,1,7,5,3,425,12,Industry Ready
S2679,8.49,63,98,63,81,38,65,57,35,83,65,97,51,55,59,94,74,32,89,45,82,74,85,49,41,72,2,0,1,0,122,12,Industry Ready
S2680,6.99,84,35,83,64,89,83,65,66,50,94,31,66,33,47,71,21,26,94,53,50,91,95,85,89,49,2,4,4,2,29,6,Industry Ready
S2681,9.7,47,94,63,98,92,43,95,98,77,65,46,42,87,86,85,64,33,84,98,61,72,24,69,93,52,3,0,1,0,6,10,Industry Ready
S2682,8.26,63,54,46,34,32,61,57,65,99,59,20,34,63,94,23,99,56,41,96,62,90,75,42,90,73,3,0,5,1,423,16,Industry Ready
S2683,9.04,74,30,34,46,42,90,42,92,43,53,83,45,67,58,32,19,20,60,95,65,56,98,89,64,44,0,7,2,2,316,9,Industry Ready
S2684,6.07,35,61,47,82,38,79,50,48,55,29,93,56,51,40,86,74,50,96,76,66,52,61,83,57,45,1,1,4,1,492,0,Moderately Ready
S2685,9.21,50,32,84,81,81,77,60,50,77,20,99,74,36,56,25,74,24,66,97,42,91,83,92,51,72,0,5,0,2,141,7,Industry Ready
S2686,9.47,99,78,82,43,91,56,63,88,38,85,58,21,76,21,90,70,95,79,58,90,87,68,40,36,44,1,6,2,0,188,14,Industry Ready
S2687,7.59,77,48,79,58,37,67,40,47,41,36,79,95,58,25,27,84,61,41,71,81,97,65,69,73,63,3,4,2,6,319,4,Industry Ready
S2688,8.11,68,89,74,37,74,61,71,65,92,66,89,38,51,71,22,78,43,23,59,99,51,90,84,82,86,1,6,1,1,54,19,Industry Ready
S2689,8.79,60,58,42,30,82,74,67,55,38,43,73,51,87,24,65,44,69,63,60,41,78,21,41,39,47,1,7,3,7,322,3,Industry Ready
S2690,6.25,39,79,45,58,92,60,80,64,54,69,44,88,21,66,99,20,66,60,54,96,65,86,54,55,57,3,2,5,2,89,12,Industry Ready
S2691,7.66,59,31,42,65,86,79,95,57,69,48,39,74,97,62,54,77,42,57,56,56,66,23,50,84,64,3,3,1,6,427,15,Industry Ready
S2692,7.21,47,85,49,80,83,79,75,72,93,97,55,75,61,59,49,47,30,36,83,42,63,81,71,54,57,1,6,2,4,313,7,Industry Ready
S2693,6.13,89,46,95,66,48,60,52,63,79,91,42,48,57,30,40,48,33,36,96,42,95,99,45,61,75,2,7,4,1,161,13,Industry Ready
S2694,7.08,44,89,76,98,96,40,50,66,48,32,99,55,74,33,90,30,29,64,84,79,56,46,45,36,65,1,7,0,3,93,11,Industry Ready
S2695,5.79,33,65,48,82,75,62,85,96,56,83,20,90,74,21,41,45,77,65,91,55,50,86,67,81,59,3,2,2,2,254,19,Industry Ready
S2696,5.61,92,90,74,81,39,47,71,79,82,47,46,72,53,58,10,81,69,27,63,51,61,36,95,74,59,2,1,3,5,477,6,Industry Ready
S2697,6.08,69,46,66,41,47,97,48,83,64,24,71,58,65,82,44,29,55,34,60,93,47,71,96,70,78,2,2,5,6,440,4,Industry Ready
S2698,9.64,38,78,83,81,41,47,64,67,63,93,21,95,62,82,45,52,42,52,87,90,81,90,64,47,79,0,1,3,7,156,14,Industry Ready
S2699,7.86,38,89,35,30,78,35,94,38,70,28,40,30,21,37,92,30,40,68,54,40,87,76,62,56,63,3,1,5,5,164,9,Moderately Ready
S2700,9.65,55,49,43,36,52,74,87,52,76,33,28,95,55,98,75,44,43,29,50,90,71,49,51,52,59,0,6,5,7,235,0,Industry Ready
S2701,7.36,33,79,33,46,91,71,70,98,63,29,67,49,89,20,38,73,31,81,76,43,68,91,87,40,84,3,0,4,5,344,5,Industry Ready
S2702,6.84,45,32,84,72,40,65,64,62,41,52,58,98,55,36,52,41,39,74,69,56,81,90,87,86,43,2,5,3,5,67,7,Industry Ready
S2703,7.68,44,72,63,46,85,51,98,92,66,94,61,91,41,73,38,45,14,77,99,58,71,84,49,37,61,2,4,4,4,317,10,Industry Ready
S2704,7.39,81,86,56,88,84,43,48,90,47,59,90,72,88,58,52,78,50,82,57,43,95,35,56,51,64,3,7,3,4,250,5,Industry Ready
S2705,5.95,98,79,36,32,54,98,57,54,47,25,64,93,57,67,28,61,54,30,95,86,96,46,91,91,60,2,3,1,5,0,7,Industry Ready
S2706,8.26,34,97,32,58,38,91,82,68,88,36,21,27,73,85,73,13,96,54,67,78,79,93,94,56,57,3,7,5,5,199,17,Industry Ready
S2707,6.43,49,79,76,51,41,47,62,44,48,55,95,39,41,34,40,16,70,23,52,59,44,66,41,45,84,1,1,0,0,116,13,Moderately Ready
S2708,8.16,47,66,31,67,40,71,41,56,40,89,96,31,94,41,28,93,22,85,82,88,88,33,99,70,85,3,1,5,6,435,8,Industry Ready
S2709,8.3,31,75,54,83,67,48,76,39,50,80,86,86,50,39,38,80,18,52,49,96,52,21,96,87,48,3,7,0,5,56,12,Industry Ready
S2710,6.15,42,71,89,79,57,59,44,78,75,93,62,69,72,62,82,33,87,92,86,93,64,58,84,74,83,1,6,2,7,312,17,Industry Ready
S2711,5.76,33,44,53,98,37,91,78,43,86,68,37,31,78,75,16,30,90,54,78,80,81,74,56,69,48,2,6,2,5,321,13,Industry Ready
S2712,8.86,71,62,44,59,76,76,47,77,50,88,58,73,68,43,67,66,44,57,51,78,49,45,48,77,98,2,7,1,0,336,2,Industry Ready
S2713,7.48,90,40,43,52,65,76,67,38,39,90,25,99,46,62,85,82,27,97,89,43,65,63,86,79,72,2,0,5,6,488,16,Industry Ready
S2714,5.75,37,49,83,76,79,81,66,76,58,43,61,73,91,40,69,28,21,76,98,56,65,88,46,75,80,0,3,1,5,316,10,Industry Ready
S2715,9.78,96,53,35,50,38,78,82,99,77,70,71,93,76,67,60,93,50,52,77,54,60,57,52,98,46,0,1,0,5,307,12,Industry Ready
S2716,5.75,92,93,47,49,89,75,39,75,99,61,46,38,25,85,91,37,25,63,80,94,62,99,49,49,72,3,4,2,1,362,19,Industry Ready
S2717,8.49,38,94,49,52,96,37,95,98,44,38,98,33,65,35,59,41,22,72,87,80,83,31,61,78,41,3,6,2,1,48,19,Industry Ready
S2718,9.73,40,46,91,97,82,35,37,89,93,81,34,71,44,59,30,43,27,99,79,67,51,36,67,76,89,3,6,5,7,22,9,Industry Ready
S2719,6.53,71,90,69,50,46,45,58,52,69,94,38,97,28,40,18,25,85,39,65,55,78,44,94,93,47,1,4,0,7,212,4,Industry Ready
S2720,6.11,42,44,68,50,82,41,68,50,65,86,81,41,83,71,43,47,60,82,83,45,82,83,89,38,72,1,0,4,3,220,6,Industry Ready
S2721,6.02,65,80,81,30,57,46,76,80,45,49,83,23,50,27,43,90,42,70,58,67,91,30,81,63,98,0,1,1,4,324,20,Industry Ready
S2722,6.8,42,56,61,44,92,72,54,70,43,57,70,78,38,97,56,84,79,33,62,71,95,37,99,75,74,1,3,2,2,351,9,Industry Ready
S2723,5.93,41,90,56,46,44,88,75,78,78,25,66,53,84,74,33,13,91,54,87,56,98,55,89,40,68,3,0,0,3,148,5,Industry Ready
S2724,8.48,66,87,81,80,48,87,54,39,50,41,76,83,36,77,89,65,76,64,75,64,97,22,53,73,71,1,0,1,7,185,17,Industry Ready
S2725,5.77,81,60,92,92,99,66,40,63,82,30,39,37,53,24,37,49,63,52,66,78,64,89,58,61,40,3,6,5,7,264,5,Industry Ready
S2726,7.69,31,41,92,43,76,79,91,38,87,91,39,50,55,61,55,59,15,80,91,56,51,90,93,41,92,2,2,0,6,198,12,Industry Ready
S2727,9.79,85,75,46,88,77,85,76,83,99,48,83,61,32,49,60,49,45,91,55,85,75,28,40,45,70,2,7,5,5,81,16,Industry Ready
S2728,9.0,89,60,78,79,49,71,59,42,82,27,57,93,78,28,15,91,64,72,46,54,71,85,66,66,91,0,0,4,6,78,6,Industry Ready
S2729,8.15,52,61,52,63,66,93,75,86,80,99,57,22,95,60,72,58,59,97,98,91,57,66,43,85,74,3,2,5,3,441,2,Industry Ready
S2730,6.82,69,61,42,35,31,88,75,55,67,54,84,74,40,70,62,57,95,97,52,92,81,69,95,74,79,2,7,3,6,216,6,Industry Ready
S2731,8.18,93,82,52,78,93,52,37,61,86,91,95,29,84,76,73,15,80,69,94,89,59,83,63,41,83,3,6,2,3,175,19,Industry Ready
S2732,7.77,52,90,86,35,65,35,77,72,89,91,24,90,25,92,61,14,75,34,51,90,41,66,53,35,78,1,6,5,6,335,19,Industry Ready
S2733,7.33,58,75,91,98,34,55,80,39,85,64,83,41,30,80,69,88,24,61,66,57,99,94,76,59,59,2,2,5,5,444,6,Industry Ready
S2734,6.06,80,36,83,36,93,62,91,95,74,52,46,42,99,25,50,54,31,39,72,85,72,86,62,40,72,1,5,1,2,211,1,Industry Ready
S2735,9.31,98,33,49,80,36,50,85,42,59,24,39,95,41,45,20,25,58,87,70,59,85,61,44,50,62,3,1,0,6,492,4,Moderately Ready
S2736,7.43,60,81,81,30,99,82,39,52,97,81,79,32,30,93,13,26,47,26,50,62,56,68,59,49,42,0,4,0,7,36,12,Moderately Ready
S2737,6.34,79,60,52,42,51,62,49,38,56,56,59,59,56,25,23,68,17,85,56,44,98,49,61,56,92,2,7,1,5,481,5,Industry Ready
S2738,7.08,49,65,64,72,75,56,73,38,72,36,98,32,45,72,22,65,17,92,77,78,75,27,85,52,51,0,3,2,3,114,3,Moderately Ready
S2739,7.28,84,83,96,56,69,35,72,71,43,41,25,70,76,80,24,88,93,42,41,51,69,56,79,84,47,2,5,5,0,4,0,Industry Ready
S2740,9.06,31,83,63,32,90,76,73,49,71,97,92,83,45,52,17,44,46,55,42,56,96,27,83,44,80,2,7,2,0,416,10,Industry Ready
S2741,8.65,54,46,62,87,75,37,86,72,39,51,55,32,40,64,97,17,81,31,73,69,48,82,97,83,86,2,0,5,0,448,0,Industry Ready
S2742,8.81,42,59,75,46,57,78,37,61,56,33,93,48,76,59,20,70,87,42,89,58,70,30,88,44,97,0,7,0,3,239,18,Industry Ready
S2743,5.55,99,51,74,74,64,61,63,82,46,39,84,90,45,43,98,36,93,30,71,71,78,77,74,73,50,2,7,2,3,368,8,Industry Ready
S2744,7.29,96,72,48,87,30,85,65,80,94,41,30,66,34,64,32,87,34,20,63,55,60,53,75,92,65,1,5,5,4,6,17,Industry Ready
S2745,7.57,87,56,44,85,58,58,79,80,78,49,68,45,82,57,16,96,91,96,63,41,61,58,44,76,62,3,1,3,6,297,13,Industry Ready
S2746,5.58,93,66,95,83,38,54,56,82,56,73,47,89,54,48,78,29,63,58,52,51,56,35,72,79,77,2,7,4,1,315,20,Industry Ready
S2747,6.62,98,75,68,58,38,66,44,93,40,52,41,42,30,98,41,66,30,89,61,88,42,90,96,62,44,2,3,4,4,387,6,Industry Ready
S2748,8.77,88,64,47,83,51,47,55,38,61,24,66,94,92,27,53,79,68,50,58,92,71,23,63,39,71,1,0,3,5,259,1,Moderately Ready
S2749,6.09,89,33,99,56,92,77,51,53,89,37,99,75,87,83,12,97,40,28,92,42,72,65,73,91,44,0,4,2,0,236,16,Industry Ready
S2750,7.8,91,55,88,74,95,54,41,91,49,82,85,38,69,92,53,32,15,75,69,47,49,41,76,63,87,0,4,5,6,332,6,Industry Ready
S2751,6.43,45,48,61,60,87,36,70,53,98,65,44,69,48,70,78,85,51,37,78,76,44,90,64,89,54,1,2,0,1,98,20,Industry Ready
S2752,5.55,97,74,50,65,99,94,64,76,51,26,86,54,83,94,60,11,61,78,60,92,43,32,90,57,82,2,2,2,7,362,6,Industry Ready
S2753,6.54,44,55,69,90,84,38,63,39,37,48,51,68,60,25,70,36,56,86,87,94,90,61,76,91,91,1,6,1,4,401,0,Industry Ready
S2754,9.7,84,51,56,66,42,51,67,82,44,76,36,65,45,66,60,41,93,22,62,63,77,53,64,52,62,1,3,1,2,115,7,Moderately Ready
S2755,8.95,64,87,31,96,48,35,93,59,97,66,59,89,47,68,42,59,37,49,55,88,71,32,61,60,88,3,0,2,2,124,13,Industry Ready
S2756,9.63,84,92,68,65,62,67,54,60,97,28,49,72,67,95,29,73,45,83,81,92,77,48,84,39,67,3,2,3,2,490,12,Industry Ready
S2757,7.6,43,57,85,34,94,64,63,96,96,78,78,50,85,51,39,49,49,89,46,64,80,66,44,42,58,2,1,1,0,433,9,Industry Ready
S2758,5.97,78,94,42,75,89,39,87,41,43,90,47,41,42,73,53,42,99,21,59,98,59,88,47,53,93,1,5,5,1,109,11,Industry Ready
S2759,7.86,36,73,85,81,41,46,35,78,58,90,66,86,58,55,95,38,22,39,87,99,48,30,92,62,97,0,7,4,0,202,12,Industry Ready
S2760,7.45,59,72,95,78,72,66,68,61,66,62,42,27,88,38,95,42,58,48,81,64,54,82,80,84,56,0,5,0,6,268,15,Industry Ready
S2761,9.13,78,66,85,35,46,72,78,76,37,78,76,38,40,56,38,26,13,28,53,53,91,70,86,99,54,3,7,3,2,490,20,Industry Ready
S2762,5.92,45,95,57,39,97,51,48,90,67,25,20,50,68,36,30,83,73,23,65,94,47,79,66,42,52,0,5,1,3,286,12,Moderately Ready
S2763,7.6,80,46,93,52,58,92,71,37,77,72,48,51,94,99,91,74,89,59,61,85,95,66,74,94,62,1,6,0,0,486,14,Industry Ready
S2764,6.15,71,69,93,46,84,74,69,47,46,83,69,98,55,35,62,52,32,74,80,75,73,23,40,92,57,3,2,5,1,297,3,Industry Ready
S2765,6.9,46,67,85,73,36,58,93,93,66,23,83,74,56,77,20,72,67,32,75,54,69,26,59,61,62,3,3,4,0,69,4,Industry Ready
S2766,8.67,92,90,70,70,73,46,58,72,54,20,94,50,61,63,19,90,96,25,65,71,49,50,46,67,55,2,7,1,1,485,13,Industry Ready
S2767,7.55,74,38,70,44,34,53,99,35,51,89,56,86,81,87,44,67,24,92,51,41,53,93,84,80,59,3,1,1,5,369,4,Industry Ready
S2768,7.12,36,90,33,73,89,63,40,84,53,50,80,70,25,68,35,52,98,45,88,60,99,49,42,71,64,3,4,0,3,138,6,Industry Ready
S2769,7.2,56,45,86,87,35,86,72,43,38,84,26,93,27,70,53,46,88,60,70,43,95,48,81,49,71,0,1,0,4,148,13,Moderately Ready
S2770,7.48,39,31,59,79,36,51,35,87,51,88,83,46,88,24,13,55,55,61,79,68,73,62,95,62,60,3,5,2,1,153,1,Industry Ready
S2771,8.88,63,72,75,81,75,55,75,44,98,38,37,67,59,77,83,34,48,97,43,88,98,41,89,97,40,3,3,1,1,14,1,Industry Ready
S2772,9.34,65,71,85,99,86,94,65,63,56,88,48,62,29,65,66,76,56,80,79,68,95,67,87,37,67,2,4,4,7,407,0,Industry Ready
S2773,9.61,54,86,60,97,83,54,70,70,76,88,79,70,50,74,48,60,46,81,66,62,61,67,48,86,66,2,0,0,2,443,1,Industry Ready
S2774,8.88,35,96,36,92,75,87,88,61,79,68,73,88,49,92,89,83,50,87,48,42,52,76,86,78,91,3,3,3,7,337,1,Industry Ready
S2775,6.86,53,59,83,87,39,97,65,52,45,50,91,94,70,36,50,47,54,40,51,93,90,41,53,94,66,0,2,1,6,455,20,Industry Ready
S2776,8.46,47,42,37,52,33,91,63,52,87,79,40,90,55,31,76,47,39,50,68,99,99,46,58,92,84,1,3,3,2,104,12,Industry Ready
S2777,7.38,35,48,84,73,96,63,37,43,94,90,40,91,80,43,98,10,80,62,67,60,98,82,66,48,75,0,3,1,3,418,4,Industry Ready
S2778,6.6,58,36,98,73,54,35,92,41,63,98,77,69,46,75,45,63,77,40,55,55,68,23,45,40,51,1,3,0,6,283,19,Industry Ready
S2779,9.12,54,38,73,81,90,93,95,92,54,74,68,80,54,74,13,74,16,48,47,83,68,22,46,53,54,2,4,2,5,156,14,Industry Ready
S2780,5.67,84,83,42,96,67,98,40,64,39,96,55,60,79,95,83,31,56,74,86,59,46,59,76,96,59,3,3,1,5,238,19,Industry Ready
S2781,9.38,75,90,49,57,61,78,54,95,59,95,36,70,51,98,22,70,56,77,88,74,83,47,65,39,83,0,0,5,6,307,14,Industry Ready
S2782,7.48,53,31,61,96,52,82,95,51,68,96,99,97,23,35,79,67,91,43,52,96,45,34,52,83,58,0,3,0,0,109,6,Industry Ready
S2783,8.24,55,79,89,47,66,49,80,87,46,57,72,43,46,41,16,63,88,64,53,44,74,70,76,85,90,1,2,0,6,189,12,Industry Ready
S2784,8.34,57,60,79,56,32,69,47,40,62,52,34,49,66,63,37,28,69,99,99,87,76,45,85,60,65,1,6,0,4,55,15,Industry Ready
S2785,9.35,32,62,56,80,42,57,57,73,40,25,98,71,25,62,68,79,14,28,54,65,43,54,72,90,86,3,5,3,4,257,18,Industry Ready
S2786,8.24,67,40,54,89,63,87,65,59,53,32,59,69,45,98,46,43,57,85,99,46,53,99,91,52,60,3,1,0,6,81,12,Industry Ready
S2787,8.14,90,62,81,78,94,79,38,76,46,96,70,76,43,40,24,88,96,21,48,91,45,34,72,79,76,2,4,3,3,192,2,Industry Ready
S2788,5.79,80,36,97,44,37,47,50,76,59,96,84,81,90,27,39,53,83,56,92,55,56,24,80,43,82,3,2,4,4,318,0,Industry Ready
S2789,7.73,77,60,50,97,38,68,65,93,47,39,32,98,63,68,83,76,98,56,95,56,88,65,48,36,89,0,0,5,0,59,4,Industry Ready
S2790,6.15,50,77,47,44,57,72,82,72,37,56,57,72,33,25,21,61,31,88,83,41,63,43,54,76,49,0,7,5,2,449,8,Industry Ready
S2791,8.67,83,76,68,80,47,39,77,65,58,64,93,87,32,66,90,31,32,65,71,51,52,21,44,65,67,0,3,5,5,364,17,Industry Ready
S2792,7.7,85,82,44,77,71,74,38,63,42,92,45,96,45,55,39,38,54,25,61,97,95,78,92,53,65,1,4,2,3,364,2,Industry Ready
S2793,8.42,88,48,82,30,70,55,96,43,79,78,95,88,62,42,10,23,88,67,94,52,51,55,68,81,52,3,5,5,4,397,19,Industry Ready
S2794,5.68,80,35,67,36,99,62,82,35,35,71,34,50,62,50,45,71,61,27,90,44,96,64,92,71,64,3,4,0,6,283,1,Industry Ready
S2795,5.86,49,78,77,82,62,37,62,81,37,37,24,95,85,94,97,24,80,51,64,55,68,95,46,53,90,1,4,4,5,43,20,Industry Ready
S2796,8.58,88,79,81,60,83,57,50,44,99,44,21,49,47,81,30,23,55,96,80,67,63,56,70,59,70,0,5,0,3,376,4,Industry Ready
S2797,5.81,38,41,57,47,65,53,64,50,49,98,97,29,20,76,41,76,47,86,65,47,73,76,93,87,59,1,7,4,7,443,13,Industry Ready
S2798,5.81,30,52,45,41,85,84,99,81,84,20,84,63,31,89,72,31,49,92,84,95,53,31,73,38,54,2,5,5,7,404,0,Industry Ready
S2799,5.55,58,83,45,77,46,92,48,77,54,60,96,25,69,84,91,96,24,87,68,67,66,54,50,80,57,0,2,0,3,467,16,Industry Ready
S2800,9.61,92,98,64,59,39,54,68,58,37,37,79,46,72,56,22,16,78,47,57,85,44,41,81,65,79,0,5,2,1,289,20,Industry Ready
S2801,8.67,85,88,46,36,73,87,90,42,95,20,75,39,79,87,46,93,21,59,75,47,79,91,58,70,62,2,6,0,1,481,12,Industry Ready
S2802,7.02,97,65,81,32,31,43,63,60,49,58,97,39,74,94,53,16,86,35,59,68,86,46,44,38,42,0,6,3,3,365,11,Industry Ready
S2803,6.78,64,32,41,92,43,38,59,41,93,93,57,31,54,36,30,26,76,76,72,96,48,26,62,36,50,0,1,0,5,437,18,Moderately Ready
S2804,7.0,32,87,77,35,70,75,74,49,88,50,76,68,80,26,27,41,66,94,59,57,55,22,86,73,66,3,1,1,1,166,11,Industry Ready
S2805,8.83,36,84,51,44,31,59,49,82,94,90,70,71,45,71,55,88,28,74,42,91,52,23,41,78,76,0,5,3,4,259,7,Industry Ready
S2806,8.34,56,86,78,72,48,68,66,37,71,57,60,29,50,54,56,86,99,58,98,83,93,27,82,53,51,0,0,4,3,234,10,Industry Ready
S2807,6.3,30,46,81,47,30,43,54,50,55,27,98,24,76,21,35,65,39,95,82,82,54,64,43,75,72,1,5,5,1,155,1,Moderately Ready
S2808,6.25,73,68,30,51,31,47,87,48,57,53,89,83,31,59,14,71,88,74,73,55,75,96,56,72,67,2,2,5,4,294,4,Industry Ready
S2809,5.92,70,97,95,90,56,43,83,37,52,92,71,77,24,56,14,67,27,49,45,65,64,92,94,99,45,0,2,0,2,192,2,Moderately Ready
S2810,8.34,71,84,93,90,31,38,35,65,51,46,20,27,26,76,40,67,72,61,70,61,55,39,70,69,97,1,2,5,6,172,14,Industry Ready
S2811,8.79,62,74,37,82,80,68,73,51,65,60,37,49,35,29,37,12,16,24,74,54,83,24,98,45,45,0,5,5,2,327,13,Moderately Ready
S2812,6.64,79,30,54,55,39,41,95,83,98,26,46,36,71,95,86,98,69,64,71,52,91,65,69,93,83,1,7,5,7,316,7,Industry Ready
S2813,5.59,92,50,95,69,48,49,89,37,82,51,91,86,40,65,84,89,87,83,81,61,93,88,41,77,60,1,3,0,5,315,5,Industry Ready
S2814,5.85,66,50,99,37,42,72,36,89,60,92,95,40,46,24,74,10,97,51,96,99,83,54,63,39,64,2,2,0,6,399,8,Industry Ready
S2815,9.66,88,81,80,50,77,86,51,74,56,35,61,35,98,24,97,76,72,31,48,99,70,84,49,60,86,1,2,1,3,50,18,Industry Ready
